dateTime,regionCode,aqi_code,aqi_displayName,aqi_value,co_concentration,no_concentration,no2_concentration,o3_concentration,so2_concentration,pm10_concentration,aqi_category,dominantPollutant,pm2_5_concentration,nh3_concentration
2025-04-25 05:00:00+00:00,jp,uaqi,Universal AQI,63.0,218.33,1.79,11.72,45.16,0.65,29.97,,,,
2025-04-25 06:00:00+00:00,jp,uaqi,Universal AQI,56.0,218.33,3.56,13.75,45.94,1.0,33.82,,,,
2025-04-25 07:00:00+00:00,jp,uaqi,Universal AQI,63.0,299.48,8.67,24.23,36.22,1.0,26.28,,,,
2025-04-25 08:00:00+00:00,jp,uaqi,Universal AQI,58.0,299.75,2.64,16.21,52.85,1.65,30.95,,,,
2025-04-25 09:00:00+00:00,jp,uaqi,Universal AQI,54.0,299.64,1.98,16.54,58.09,1.0,33.32,,,,
2025-04-25 10:00:00+00:00,jp,uaqi,Universal AQI,54.0,316.38,1.26,14.87,58.37,1.0,38.11,,,,
2025-04-25 11:00:00+00:00,jp,uaqi,Universal AQI,46.0,397.37,0.19,15.99,56.92,1.0,49.13,,,,
2025-04-25 12:00:00+00:00,jp,uaqi,Universal AQI,41.0,398.96,0.08,11.81,53.06,0.66,47.05,,,,
2025-04-25 13:00:00+00:00,jp,uaqi,Universal AQI,46.0,300.45,0.0,7.21,51.33,0.01,46.46,,,,
2025-04-25 14:00:00+00:00,jp,uaqi,Universal AQI,50.0,299.55,0.0,8.58,52.21,0.01,41.63,,,,
2025-04-25 15:00:00+00:00,jp,uaqi,Universal AQI,51.0,299.4,0.0,8.12,52.25,0.01,38.92,,,,
2025-04-25 16:00:00+00:00,jp,uaqi,Universal AQI,50.0,298.67,0.0,7.12,54.13,0.01,38.46,,,,
2025-04-25 17:00:00+00:00,jp,uaqi,Universal AQI,48.0,299.34,0.0,7.18,54.26,0.01,43.54,,,,
2025-04-25 18:00:00+00:00,jp,uaqi,Universal AQI,47.0,299.33,0.04,7.34,52.31,0.35,41.06,,,,
2025-04-25 19:00:00+00:00,jp,uaqi,Universal AQI,52.0,379.85,0.12,9.93,50.38,0.01,38.28,,,,
2025-04-25 20:00:00+00:00,jp,uaqi,Universal AQI,52.0,379.84,0.04,10.55,44.85,0.01,36.48,,,,
2025-04-25 21:00:00+00:00,jp,uaqi,Universal AQI,55.0,299.53,0.0,12.99,37.38,0.0,34.06,,,,
2025-04-25 22:00:00+00:00,jp,uaqi,Universal AQI,53.0,298.58,0.0,13.41,34.28,0.0,37.75,,,,
2025-04-25 23:00:00+00:00,jp,uaqi,Universal AQI,53.0,298.65,0.04,15.91,32.87,0.0,35.09,,,,
2025-04-25 23:00:00+00:00,jp,uaqi,Universal AQI,53.0,298.65,0.04,15.91,32.87,0.0,35.09,,,,
2025-04-26 00:00:00+00:00,jp,uaqi,Universal AQI,57.0,299.34,0.12,19.63,29.11,0.0,35.65,,,,
2025-04-26 01:00:00+00:00,jp,uaqi,Universal AQI,56.0,300.23,1.87,22.62,28.6,0.01,33.78,,,,
2025-04-26 02:00:00+00:00,jp,uaqi,Universal AQI,59.0,397.15,0.14,8.33,46.9,0.01,34.02,,,,
2025-04-26 03:00:00+00:00,jp,uaqi,Universal AQI,58.0,384.22,0.4,7.0,47.76,1.32,32.67,,,,
2025-04-26 04:00:00+00:00,jp,uaqi,Universal AQI,53.0,381.41,1.08,10.14,46.25,1.65,38.38,,,,
2025-04-26 05:00:00+00:00,jp,uaqi,Universal AQI,55.0,316.32,2.14,9.31,48.18,1.69,38.02,,,,
2025-04-26 06:00:00+00:00,jp,uaqi,Universal AQI,56.0,316.23,0.99,6.57,55.29,1.0,31.23,,,,
2025-04-26 07:00:00+00:00,jp,uaqi,Universal AQI,55.0,298.45,0.08,7.26,56.58,1.0,26.71,,,,
2025-04-26 08:00:00+00:00,jp,uaqi,Universal AQI,55.0,298.64,0.95,8.89,56.84,1.0,27.11,,,,
2025-04-26 09:00:00+00:00,jp,uaqi,Universal AQI,55.0,299.53,2.04,17.83,56.14,1.0,27.19,,,,
2025-04-26 10:00:00+00:00,jp,uaqi,Universal AQI,56.0,299.48,1.95,23.4,55.92,1.65,25.56,,,,
2025-04-26 11:00:00+00:00,jp,uaqi,Universal AQI,52.0,235.47,0.99,21.35,59.82,1.65,26.5,,,,
2025-04-26 12:00:00+00:00,jp,uaqi,Universal AQI,62.0,235.74,1.85,41.77,41.96,1.66,27.63,,,,
2025-04-26 13:00:00+00:00,jp,uaqi,Universal AQI,60.0,236.9,0.04,41.5,44.24,1.01,29.47,,,,
2025-04-26 14:00:00+00:00,jp,uaqi,Universal AQI,55.0,236.73,0.04,50.32,33.07,2.0,32.49,,,,
2025-04-26 15:00:00+00:00,jp,uaqi,Universal AQI,61.0,317.58,0.02,36.04,29.51,2.0,27.55,,,,
2025-04-26 16:00:00+00:00,jp,uaqi,Universal AQI,55.0,580.41,0.08,37.88,29.9,1.01,36.78,,,,
2025-04-26 17:00:00+00:00,jp,uaqi,Universal AQI,57.0,498.24,0.08,29.08,37.0,1.35,31.44,,,,
2025-04-26 18:00:00+00:00,jp,uaqi,Universal AQI,58.0,497.79,0.0,24.14,36.44,1.35,32.25,,,,
2025-04-26 19:00:00+00:00,jp,uaqi,Universal AQI,58.0,481.07,0.04,19.9,36.08,1.35,33.26,,,,
2025-04-26 20:00:00+00:00,jp,uaqi,Universal AQI,57.0,480.05,0.0,21.83,31.09,1.34,32.36,,,,
2025-04-26 21:00:00+00:00,jp,uaqi,Universal AQI,58.0,398.02,0.0,21.61,29.64,1.0,29.3,,,,
2025-04-26 22:00:00+00:00,jp,uaqi,Universal AQI,62.0,398.93,0.0,19.18,30.41,1.0,29.96,,,,
2025-04-26 23:00:00+00:00,jp,uaqi,Universal AQI,58.0,398.78,0.04,15.63,33.77,0.01,30.78,,,,
2025-04-26 23:00:00+00:00,jp,uaqi,Universal AQI,58.0,398.78,0.04,15.63,33.77,0.01,30.78,,,,
2025-04-27 00:00:00+00:00,jp,uaqi,Universal AQI,57.0,398.14,0.0,17.87,30.08,0.01,31.03,,,,
2025-04-27 01:00:00+00:00,jp,uaqi,Universal AQI,62.0,398.17,1.91,20.76,26.7,1.0,34.03,,,,
2025-04-27 02:00:00+00:00,jp,uaqi,Universal AQI,57.0,398.78,4.59,23.01,33.52,1.65,33.8,,,,
2025-04-27 03:00:00+00:00,jp,uaqi,Universal AQI,60.0,415.69,4.06,16.61,37.15,2.0,33.25,,,,
2025-04-27 04:00:00+00:00,jp,uaqi,Universal AQI,59.0,398.53,2.1,12.44,45.4,1.66,31.29,,,,
2025-04-27 05:00:00+00:00,jp,uaqi,Universal AQI,60.0,398.51,2.02,11.65,49.07,2.01,32.09,,,,
2025-04-27 06:00:00+00:00,jp,uaqi,Universal AQI,58.0,316.63,2.14,14.56,52.44,2.01,30.64,,,,
2025-04-27 07:00:00+00:00,jp,uaqi,Universal AQI,53.0,299.51,2.08,13.92,58.94,2.01,27.12,,,,
2025-04-27 08:00:00+00:00,jp,uaqi,Universal AQI,44.0,299.29,0.99,11.49,69.84,1.01,29.1,,,,
2025-04-27 09:00:00+00:00,jp,uaqi,Universal AQI,37.0,299.14,0.02,5.83,81.01,1.01,27.36,,,,
2025-04-27 10:00:00+00:00,jp,uaqi,Universal AQI,38.0,299.13,0.02,5.46,79.5,1.01,28.01,,,,
2025-04-27 11:00:00+00:00,jp,uaqi,Universal AQI,40.0,216.51,0.02,8.24,75.52,1.01,27.12,,,,
2025-04-27 12:00:00+00:00,jp,uaqi,Universal AQI,44.0,297.47,0.0,12.81,70.99,1.01,28.78,,,,
2025-04-27 13:00:00+00:00,jp,uaqi,Universal AQI,46.0,216.31,0.0,12.44,67.96,1.0,29.33,,,,
2025-04-27 14:00:00+00:00,jp,uaqi,Universal AQI,51.0,216.35,0.0,15.25,61.21,1.0,26.59,,,,
2025-04-27 15:00:00+00:00,jp,uaqi,Universal AQI,50.0,216.79,0.0,10.78,62.84,1.0,22.88,,,,
2025-04-27 16:00:00+00:00,jp,uaqi,Universal AQI,50.0,216.64,0.0,8.84,62.84,1.0,23.7,,,,
2025-04-27 17:00:00+00:00,jp,uaqi,Universal AQI,47.0,216.79,0.0,8.83,66.17,1.0,22.04,,,,
2025-04-27 18:00:00+00:00,jp,uaqi,Universal AQI,49.0,216.49,0.0,6.19,64.54,1.01,18.49,,,,
2025-04-27 19:00:00+00:00,jp,uaqi,Universal AQI,49.0,216.64,0.0,16.48,64.54,1.0,25.09,,,,
2025-04-27 20:00:00+00:00,jp,uaqi,Universal AQI,49.0,200.49,0.0,6.07,64.48,1.0,20.43,,,,
2025-04-27 21:00:00+00:00,jp,uaqi,Universal AQI,52.0,199.63,0.0,9.5,60.49,1.0,19.71,,,,
2025-04-27 22:00:00+00:00,jp,uaqi,Universal AQI,53.0,199.69,0.0,9.53,59.68,1.0,21.25,,,,
2025-04-27 23:00:00+00:00,jp,uaqi,Universal AQI,56.0,199.63,0.12,17.45,55.61,1.0,21.49,,,,
2025-04-27 23:00:00+00:00,jp,uaqi,Universal AQI,56.0,199.63,0.12,17.45,55.61,1.0,21.49,,,,
2025-04-28 00:00:00+00:00,jp,uaqi,Universal AQI,57.0,201.05,0.18,17.38,54.66,1.01,21.59,,,,
2025-04-28 01:00:00+00:00,jp,uaqi,Universal AQI,60.0,299.03,0.12,21.25,49.87,1.01,23.27,,,,
2025-04-28 02:00:00+00:00,jp,uaqi,Universal AQI,56.0,299.44,0.14,15.11,55.16,1.0,19.24,,,,
2025-04-28 03:00:00+00:00,jp,uaqi,Universal AQI,61.0,299.64,1.93,24.67,49.15,1.01,20.66,,,,
2025-04-28 04:00:00+00:00,jp,uaqi,Universal AQI,55.0,298.69,2.44,17.43,56.15,1.65,21.6,,,,
2025-04-28 05:00:00+00:00,jp,uaqi,Universal AQI,55.0,217.59,3.29,17.61,56.02,1.01,23.73,,,,
2025-04-28 06:00:00+00:00,jp,uaqi,Universal AQI,57.0,299.48,1.45,15.58,54.11,1.65,24.89,,,,
2025-04-28 07:00:00+00:00,jp,uaqi,Universal AQI,60.0,299.2,1.28,18.48,49.94,1.65,24.02,,,,
2025-04-28 08:00:00+00:00,jp,uaqi,Universal AQI,63.0,219.09,0.49,20.2,46.35,1.65,23.95,,,,
2025-04-28 09:00:00+00:00,jp,uaqi,Universal AQI,68.0,219.15,2.46,28.41,40.23,1.65,23.94,,,,
2025-04-28 10:00:00+00:00,jp,uaqi,Universal AQI,64.0,299.49,1.26,25.05,44.84,1.65,26.71,,,,
2025-04-28 11:00:00+00:00,jp,uaqi,Universal AQI,57.0,218.31,0.1,14.67,53.5,1.0,19.42,,,,
2025-04-28 12:00:00+00:00,jp,uaqi,Universal AQI,69.0,315.68,0.04,25.86,39.58,1.0,19.33,,,,
2025-04-28 13:00:00+00:00,jp,uaqi,Universal AQI,74.0,316.65,0.02,30.53,25.32,1.0,19.54,,,,
2025-04-28 14:00:00+00:00,jp,uaqi,Universal AQI,78.0,381.2,0.04,29.18,15.1,1.0,16.2,,,,
2025-04-28 15:00:00+00:00,jp,uaqi,Universal AQI,75.0,381.87,0.17,32.97,14.5,0.65,19.85,,,,
2025-04-28 16:00:00+00:00,jp,uaqi,Universal AQI,75.0,463.26,1.31,32.34,8.83,0.01,18.94,,,,
2025-04-28 17:00:00+00:00,jp,uaqi,Universal AQI,73.0,380.44,0.14,24.68,16.13,0.65,20.09,,,,
2025-04-28 18:00:00+00:00,jp,uaqi,Universal AQI,74.0,298.6,0.02,15.88,22.09,0.65,21.35,,,,
2025-04-28 19:00:00+00:00,jp,uaqi,Universal AQI,73.0,299.33,0.0,15.82,22.32,0.65,22.62,,,,
2025-04-28 20:00:00+00:00,jp,uaqi,Universal AQI,70.0,298.56,0.02,15.16,21.14,0.65,23.02,,,,
2025-04-28 21:00:00+00:00,jp,uaqi,Universal AQI,71.0,298.96,0.0,10.11,26.79,0.01,23.6,,,,
2025-04-28 22:00:00+00:00,jp,uaqi,Universal AQI,62.0,216.23,0.0,5.84,47.5,0.01,17.44,,,,
2025-04-28 23:00:00+00:00,jp,uaqi,Universal AQI,63.0,217.56,0.0,11.17,46.33,0.01,18.61,,,,
2025-04-28 23:00:00+00:00,jp,uaqi,Universal AQI,63.0,217.56,0.0,11.17,46.33,0.01,18.61,,,,
2025-04-29 00:00:00+00:00,jp,uaqi,Universal AQI,72.0,298.26,0.0,12.99,35.46,0.0,20.34,,,,
2025-04-29 01:00:00+00:00,jp,uaqi,Universal AQI,63.0,299.27,0.04,10.57,47.04,0.01,19.91,,,,
2025-04-29 02:00:00+00:00,jp,uaqi,Universal AQI,61.0,298.96,0.06,9.71,49.63,0.01,21.0,,,,
2025-04-29 03:00:00+00:00,jp,uaqi,Universal AQI,59.0,298.56,0.1,8.84,51.11,0.01,17.11,,,,
2025-04-29 04:00:00+00:00,jp,uaqi,Universal AQI,59.0,216.65,0.02,6.54,52.03,0.01,17.22,,,,
2025-04-29 05:00:00+00:00,jp,uaqi,Universal AQI,59.0,216.34,0.0,1.96,52.23,0.01,10.73,,,,
2025-04-29 06:00:00+00:00,jp,uaqi,Universal AQI,57.0,216.23,0.0,4.21,54.18,0.01,16.15,,,,
2025-04-29 07:00:00+00:00,jp,uaqi,Universal AQI,56.0,216.36,0.12,4.69,55.96,0.01,19.18,,,,
2025-04-29 08:00:00+00:00,jp,uaqi,Universal AQI,57.0,216.4,0.17,7.71,54.18,0.66,18.31,,,,
2025-04-29 09:00:00+00:00,jp,uaqi,Universal AQI,54.0,216.33,0.06,6.22,58.23,0.01,16.92,,,,
2025-04-29 10:00:00+00:00,jp,uaqi,Universal AQI,53.0,297.58,0.06,6.34,59.28,0.01,17.74,,,,
2025-04-29 11:00:00+00:00,jp,uaqi,Universal AQI,52.0,216.39,0.02,3.18,60.16,0.01,14.77,,,,
2025-04-29 12:00:00+00:00,jp,uaqi,Universal AQI,55.0,297.58,0.1,10.0,57.21,0.65,18.82,,,,
2025-04-29 13:00:00+00:00,jp,uaqi,Universal AQI,55.0,299.09,0.0,7.21,56.94,0.01,27.82,,,,
2025-04-29 14:00:00+00:00,jp,uaqi,Universal AQI,55.0,298.39,0.04,7.98,56.97,0.0,28.66,,,,
2025-04-29 15:00:00+00:00,jp,uaqi,Universal AQI,55.0,298.67,0.0,11.46,56.02,0.01,34.02,,,,
2025-04-29 16:00:00+00:00,jp,uaqi,Universal AQI,55.0,299.37,0.0,9.2,57.06,0.01,32.28,,,,
2025-04-29 17:00:00+00:00,jp,uaqi,Universal AQI,55.0,298.63,0.0,7.86,56.99,0.01,32.88,,,,
2025-04-29 18:00:00+00:00,jp,uaqi,Universal AQI,56.0,217.49,0.0,7.82,55.23,0.0,30.87,,,,
2025-04-29 19:00:00+00:00,jp,uaqi,Universal AQI,60.0,299.33,0.0,8.54,50.24,0.01,29.1,,,,
2025-04-29 20:00:00+00:00,jp,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-29 21:00:00+00:00,jp,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-29 22:00:00+00:00,jp,uaqi,Universal AQI,61.0,298.63,0.04,14.98,36.02,0.0,29.41,,,,
2025-04-29 23:00:00+00:00,jp,uaqi,Universal AQI,59.0,298.63,0.16,18.66,32.05,0.0,29.7,,,,
2025-04-29 23:00:00+00:00,jp,uaqi,Universal AQI,59.0,298.63,0.16,18.66,32.05,0.0,29.7,,,,
2025-04-30 00:00:00+00:00,jp,uaqi,Universal AQI,61.0,298.65,1.93,34.42,16.36,0.0,28.63,,,,
2025-04-30 01:00:00+00:00,jp,uaqi,Universal AQI,65.0,381.35,1.22,21.42,35.26,0.01,30.4,,,,
2025-04-30 02:00:00+00:00,jp,uaqi,Universal AQI,64.0,317.51,1.95,17.75,41.65,0.01,31.73,,,,
2025-04-30 03:00:00+00:00,jp,uaqi,Universal AQI,61.0,300.21,1.13,13.33,49.71,0.66,31.78,,,,
2025-04-30 04:00:00+00:00,jp,uaqi,Universal AQI,61.0,316.1,3.32,11.23,48.88,0.66,25.21,,,,
2025-04-30 05:00:00+00:00,jp,uaqi,Universal AQI,58.0,316.31,5.53,19.62,45.97,1.0,34.19,,,,
2025-04-30 06:00:00+00:00,jp,uaqi,Universal AQI,55.0,299.62,4.96,20.38,49.5,0.66,38.92,,,,
2025-04-30 07:00:00+00:00,jp,uaqi,Universal AQI,54.0,299.72,2.07,15.79,56.47,0.66,34.33,,,,
2025-04-30 08:00:00+00:00,jp,uaqi,Universal AQI,53.0,300.54,3.22,19.21,59.68,0.66,33.22,,,,
2025-04-30 09:00:00+00:00,jp,uaqi,Universal AQI,50.0,300.14,4.01,25.93,62.31,1.66,33.03,,,,
2025-04-30 10:00:00+00:00,jp,uaqi,Universal AQI,41.0,300.44,2.33,18.59,73.89,1.65,31.98,,,,
2025-04-30 11:00:00+00:00,jp,uaqi,Universal AQI,50.0,299.42,1.17,28.47,62.54,1.0,32.52,,,,
2025-04-30 12:00:00+00:00,jp,uaqi,Universal AQI,56.0,299.88,5.59,63.17,31.5,1.65,33.41,,,,
2025-04-30 13:00:00+00:00,jp,uaqi,Universal AQI,63.0,299.87,0.93,45.33,36.65,1.01,29.28,,,,
2025-04-30 14:00:00+00:00,jp,uaqi,Universal AQI,64.0,300.71,0.0,30.05,41.2,1.02,27.34,,,,
2025-04-30 15:00:00+00:00,jp,uaqi,Universal AQI,55.0,317.41,5.81,42.46,35.71,1.36,34.6,,,,
2025-04-30 16:00:00+00:00,jp,uaqi,Universal AQI,69.0,318.36,0.02,32.38,33.05,1.36,25.07,,,,
2025-04-30 17:00:00+00:00,jp,uaqi,Universal AQI,62.0,300.82,0.04,39.43,26.74,1.0,31.36,,,,
2025-04-30 18:00:00+00:00,jp,uaqi,Universal AQI,59.0,219.11,0.02,28.15,34.39,1.0,29.57,,,,
2025-04-30 19:00:00+00:00,jp,uaqi,Universal AQI,62.0,299.84,0.0,23.5,37.67,0.66,29.11,,,,
2025-04-30 20:00:00+00:00,jp,uaqi,Universal AQI,64.0,299.66,0.0,21.31,35.72,1.0,28.95,,,,
2025-04-30 21:00:00+00:00,jp,uaqi,Universal AQI,64.0,380.53,0.02,23.92,29.16,0.35,28.08,,,,
2025-04-30 22:00:00+00:00,jp,uaqi,Universal AQI,62.0,381.27,0.06,30.19,19.81,0.65,28.6,,,,
2025-04-30 23:00:00+00:00,jp,uaqi,Universal AQI,63.0,381.1,0.28,39.25,11.67,0.01,27.94,,,,
2025-04-30 23:00:00+00:00,jp,uaqi,Universal AQI,63.0,381.1,0.28,39.25,11.67,0.01,27.94,,,,
2025-05-01 00:00:00+00:00,jp,uaqi,Universal AQI,63.0,380.99,3.76,43.07,10.27,0.35,29.67,,,,
2025-05-01 01:00:00+00:00,jp,uaqi,Universal AQI,63.0,398.86,4.02,34.7,23.91,1.0,30.51,,,,
2025-05-01 02:00:00+00:00,jp,uaqi,Universal AQI,59.0,316.32,3.01,22.56,39.08,1.0,31.54,,,,
2025-05-01 03:00:00+00:00,jp,uaqi,Universal AQI,60.0,316.16,2.07,19.9,45.07,1.0,31.87,,,,
2025-05-01 04:00:00+00:00,jp,uaqi,Universal AQI,58.0,299.43,4.42,25.77,45.56,1.0,30.98,,,,
2025-05-01 05:00:00+00:00,jp,uaqi,Universal AQI,58.0,299.46,3.27,18.48,53.4,1.01,31.47,,,,
2025-05-01 06:00:00+00:00,jp,uaqi,Universal AQI,55.0,298.77,2.39,15.16,56.44,1.35,31.52,,,,
2025-05-01 07:00:00+00:00,jp,uaqi,Universal AQI,55.0,298.74,2.28,14.19,56.28,1.35,27.93,,,,
2025-05-01 08:00:00+00:00,jp,uaqi,Universal AQI,51.0,298.45,1.2,12.03,62.09,2.0,26.13,,,,
2025-05-01 09:00:00+00:00,jp,uaqi,Universal AQI,51.0,298.45,1.07,12.18,61.26,1.66,26.16,,,,
2025-05-01 10:00:00+00:00,jp,uaqi,Universal AQI,47.0,216.46,0.31,8.39,66.16,1.0,33.51,,,,
2025-05-01 11:00:00+00:00,jp,uaqi,Universal AQI,48.0,216.43,0.06,8.82,65.46,0.66,28.33,,,,
2025-05-01 12:00:00+00:00,jp,uaqi,Universal AQI,47.0,216.76,0.06,6.49,66.09,0.66,25.58,,,,
2025-05-01 13:00:00+00:00,jp,uaqi,Universal AQI,53.0,216.79,0.06,14.93,58.58,0.66,26.82,,,,
2025-05-01 14:00:00+00:00,jp,uaqi,Universal AQI,53.0,216.49,0.06,9.58,59.12,0.66,23.99,,,,
2025-05-01 15:00:00+00:00,jp,uaqi,Universal AQI,62.0,216.41,0.02,17.4,48.39,0.66,25.6,,,,
2025-05-01 16:00:00+00:00,jp,uaqi,Universal AQI,67.0,199.68,0.1,20.49,41.83,0.66,25.2,,,,
2025-05-01 17:00:00+00:00,jp,uaqi,Universal AQI,58.0,199.81,0.02,10.62,52.65,0.66,25.07,,,,
2025-05-01 18:00:00+00:00,jp,uaqi,Universal AQI,60.0,199.6,0.0,11.66,50.63,0.65,21.47,,,,
2025-05-01 19:00:00+00:00,jp,uaqi,Universal AQI,60.0,216.17,0.0,27.02,50.29,0.65,24.62,,,,
2025-05-01 20:00:00+00:00,jp,uaqi,Universal AQI,67.0,216.14,0.0,13.15,41.13,1.0,18.8,,,,
2025-05-01 21:00:00+00:00,jp,uaqi,Universal AQI,58.0,199.63,0.0,9.69,53.36,0.66,18.49,,,,
2025-05-01 22:00:00+00:00,jp,uaqi,Universal AQI,55.0,199.43,0.04,8.3,56.41,0.65,17.38,,,,
2025-05-01 23:00:00+00:00,jp,uaqi,Universal AQI,57.0,199.34,0.0,12.37,54.45,0.65,17.4,,,,
2025-05-01 23:00:00+00:00,jp,uaqi,Universal AQI,57.0,199.34,0.0,12.37,54.45,0.65,17.4,,,,
2025-05-02 00:00:00+00:00,jp,uaqi,Universal AQI,60.0,199.43,0.08,13.34,50.86,0.65,16.38,,,,
2025-05-02 01:00:00+00:00,jp,uaqi,Universal AQI,61.0,199.52,0.18,18.03,49.65,0.01,16.86,,,,
2025-05-02 02:00:00+00:00,jp,uaqi,Universal AQI,61.0,202.09,0.14,19.2,49.15,0.65,18.48,,,,
2025-05-02 03:00:00+00:00,jp,uaqi,Universal AQI,59.0,217.07,0.1,14.0,51.14,0.01,14.61,,,,
2025-05-02 04:00:00+00:00,jp,uaqi,Universal AQI,59.0,217.69,0.18,11.19,51.69,0.01,12.84,,,,
2025-05-02 05:00:00+00:00,jp,uaqi,Universal AQI,65.0,217.46,2.71,18.04,44.3,0.65,13.25,,,,
2025-05-02 06:00:00+00:00,jp,uaqi,Universal AQI,63.0,216.98,4.04,18.85,46.93,0.65,13.45,,,,
2025-05-02 07:00:00+00:00,jp,uaqi,Universal AQI,62.0,216.38,4.28,18.73,48.02,1.65,15.47,,,,
2025-05-02 08:00:00+00:00,jp,uaqi,Universal AQI,53.0,216.54,1.66,13.89,59.5,1.0,13.56,,,,
2025-05-02 09:00:00+00:00,jp,uaqi,Universal AQI,49.0,216.76,0.56,5.82,64.04,1.0,9.92,,,,
2025-05-02 10:00:00+00:00,jp,uaqi,Universal AQI,48.0,218.08,0.63,7.42,65.72,1.01,16.56,,,,
2025-05-02 11:00:00+00:00,jp,uaqi,Universal AQI,51.0,298.83,0.6,12.29,61.88,2.0,16.33,,,,
2025-05-02 12:00:00+00:00,jp,uaqi,Universal AQI,56.0,282.54,1.08,12.44,55.79,1.3,15.9,,,,
2025-05-02 13:00:00+00:00,jp,uaqi,Universal AQI,61.0,218.31,0.0,6.45,49.37,0.65,20.25,,,,
2025-05-02 14:00:00+00:00,jp,uaqi,Universal AQI,62.0,299.34,0.0,8.06,48.19,0.65,19.72,,,,
2025-05-02 15:00:00+00:00,jp,uaqi,Universal AQI,65.0,298.74,0.0,12.18,43.98,0.65,22.58,,,,
2025-05-02 16:00:00+00:00,jp,uaqi,Universal AQI,65.0,298.74,0.0,11.89,43.98,0.65,23.48,,,,
2025-05-02 17:00:00+00:00,jp,uaqi,Universal AQI,59.0,299.31,0.0,5.37,51.06,0.65,19.16,,,,
2025-05-02 18:00:00+00:00,jp,uaqi,Universal AQI,62.0,299.6,0.0,5.41,47.92,0.01,20.6,,,,
2025-05-02 19:00:00+00:00,jp,uaqi,Universal AQI,66.0,299.16,0.0,7.48,43.38,0.01,18.9,,,,
2025-05-02 20:00:00+00:00,jp,uaqi,Universal AQI,62.0,218.45,0.0,5.22,47.29,0.01,19.33,,,,
2025-05-02 21:00:00+00:00,jp,uaqi,Universal AQI,64.0,217.57,0.0,7.21,45.78,0.0,16.53,,,,
2025-05-02 22:00:00+00:00,jp,uaqi,Universal AQI,61.0,217.57,0.0,7.3,49.05,0.0,16.61,,,,
2025-05-02 23:00:00+00:00,jp,uaqi,Universal AQI,63.0,217.57,0.0,7.3,47.06,0.0,15.02,,,,
2025-05-02 23:00:00+00:00,jp,uaqi,Universal AQI,63.0,217.57,0.0,7.3,47.06,0.0,15.02,,,,
2025-05-03 00:00:00+00:00,jp,uaqi,Universal AQI,75.0,299.39,0.04,15.82,31.64,0.0,16.18,,,,
2025-05-03 01:00:00+00:00,jp,uaqi,Universal AQI,76.0,299.44,1.03,15.21,30.78,0.0,20.7,,,,
2025-05-03 02:00:00+00:00,jp,uaqi,Universal AQI,65.0,381.11,0.12,9.21,44.08,1.3,20.31,,,,
2025-05-03 03:00:00+00:00,jp,uaqi,Universal AQI,65.0,382.67,1.06,10.75,44.34,1.96,19.89,,,,
2025-05-03 04:00:00+00:00,jp,uaqi,Universal AQI,63.0,467.0,1.96,10.94,46.59,2.65,22.57,,,,
2025-05-03 05:00:00+00:00,jp,uaqi,Universal AQI,60.0,400.07,1.87,11.35,50.93,2.66,24.46,,,,
2025-05-03 06:00:00+00:00,jp,uaqi,Universal AQI,57.0,238.91,3.59,15.44,54.3,2.05,22.4,,,,
2025-05-03 07:00:00+00:00,jp,uaqi,Universal AQI,54.0,219.69,1.87,10.42,57.88,1.01,17.54,,,,
2025-05-03 08:00:00+00:00,jp,uaqi,Universal AQI,51.0,298.64,1.28,7.47,61.93,0.66,19.01,,,,
2025-05-03 09:00:00+00:00,jp,uaqi,Universal AQI,49.0,298.41,0.06,5.47,64.29,0.66,16.12,,,,
2025-05-03 10:00:00+00:00,jp,uaqi,Universal AQI,45.0,298.44,0.06,6.42,68.93,0.66,19.12,,,,
2025-05-03 11:00:00+00:00,jp,uaqi,Universal AQI,46.0,298.41,0.06,8.92,67.47,1.01,19.66,,,,
2025-05-03 12:00:00+00:00,jp,uaqi,Universal AQI,46.0,298.67,0.0,7.88,67.53,0.66,19.85,,,,
2025-05-03 13:00:00+00:00,jp,uaqi,Universal AQI,48.0,217.55,0.04,6.93,65.27,0.66,25.42,,,,
2025-05-03 14:00:00+00:00,jp,uaqi,Universal AQI,51.0,216.72,0.0,8.03,61.77,0.66,25.66,,,,
2025-05-03 15:00:00+00:00,jp,uaqi,Universal AQI,50.0,233.31,0.0,5.64,63.41,1.0,21.85,,,,
2025-05-03 16:00:00+00:00,jp,uaqi,Universal AQI,50.0,216.47,0.0,6.79,63.32,1.0,19.54,,,,
2025-05-03 17:00:00+00:00,jp,uaqi,Universal AQI,50.0,216.48,0.0,5.92,63.44,1.0,20.78,,,,
2025-05-03 18:00:00+00:00,jp,uaqi,Universal AQI,49.0,200.38,0.0,4.86,63.55,0.66,24.11,,,,
2025-05-03 19:00:00+00:00,jp,uaqi,Universal AQI,50.0,199.61,0.0,4.12,63.36,0.66,20.32,,,,
2025-05-03 20:00:00+00:00,jp,uaqi,Universal AQI,53.0,199.58,0.0,4.5,59.1,0.66,17.56,,,,
