dateTime,regionCode,aqi_code,aqi_displayName,aqi_value,co_concentration,no_concentration,no2_concentration,o3_concentration,so2_concentration,pm10_concentration,aqi_category,dominantPollutant,pm2_5_concentration,nh3_concentration
2025-05-03 21:00:00+00:00,jp,uaqi,Universal AQI,57.0,199.63,0.0,4.5,54.36,0.66,19.49,,,,
2025-05-03 22:00:00+00:00,jp,uaqi,Universal AQI,56.0,216.33,0.0,4.81,55.11,0.66,20.11,,,,
2025-05-03 23:00:00+00:00,jp,uaqi,Universal AQI,57.0,218.24,0.0,5.42,53.6,1.01,20.12,,,,
2025-05-04 00:00:00+00:00,jp,uaqi,Universal AQI,62,316.35,0,8.7,47.61,1.01,20.51,良い大気質,o3,N/A,N/A
2025-05-04 01:00:00+00:00,jp,uaqi,Universal AQI,67,316.31,0.02,8.32,42.25,1,16.68,良い大気質,o3,N/A,N/A
2025-05-04 02:00:00+00:00,jp,uaqi,Universal AQI,65,299.57,0.89,9.12,43.66,1,17.37,良い大気質,o3,N/A,N/A
2025-05-04 03:00:00+00:00,jp,uaqi,Universal AQI,58,217.35,0.02,6,53.37,1.69,16.19,中レベルの大気質,o3,N/A,N/A
2025-05-04 04:00:00+00:00,jp,uaqi,Universal AQI,53,217.33,0.02,5.24,59.22,0.66,17.64,中レベルの大気質,o3,N/A,N/A
2025-05-04 05:00:00+00:00,jp,uaqi,Universal AQI,54,217.26,0.06,6,57.44,1,14.76,中レベルの大気質,o3,N/A,N/A
2025-05-04 06:00:00+00:00,jp,uaqi,Universal AQI,54,217.32,0.02,4.98,58.37,0.65,13.1,中レベルの大気質,o3,N/A,N/A
2025-05-04 07:00:00+00:00,jp,uaqi,Universal AQI,55,217.3,0.02,5.4,56.54,0.65,14.05,中レベルの大気質,o3,N/A,N/A
2025-05-04 08:00:00+00:00,jp,uaqi,Universal AQI,55,217.33,0.04,4.59,56.49,0.65,14.29,中レベルの大気質,o3,N/A,N/A
2025-05-04 09:00:00+00:00,jp,uaqi,Universal AQI,53,299.05,0.09,5.43,59.39,0.66,14.6,中レベルの大気質,o3,N/A,N/A
2025-05-04 10:00:00+00:00,jp,uaqi,Universal AQI,52,216.82,0.02,5.24,60.21,0.66,14.4,中レベルの大気質,o3,N/A,N/A
2025-05-04 11:00:00+00:00,jp,uaqi,Universal AQI,50,217.26,0,6.51,62.29,0.66,15.11,中レベルの大気質,o3,N/A,N/A
2025-05-04 12:00:00+00:00,jp,uaqi,Universal AQI,53,217.11,0,6.93,59.27,0.66,16.77,中レベルの大気質,o3,N/A,N/A
2025-05-04 13:00:00+00:00,jp,uaqi,Universal AQI,63,217.27,0,9.06,46.97,0.66,14.96,良い大気質,o3,N/A,N/A
2025-05-04 14:00:00+00:00,jp,uaqi,Universal AQI,62,315.65,0,12.51,47.47,1,16.12,良い大気質,o3,N/A,N/A
2025-05-04 15:00:00+00:00,jp,uaqi,Universal AQI,68,201.33,0,14.76,40.79,1,18.54,良い大気質,o3,N/A,N/A
2025-05-04 16:00:00+00:00,jp,uaqi,Universal AQI,67,299.35,0,12.52,41.11,0.66,17.24,良い大気質,o3,N/A,N/A
2025-05-04 17:00:00+00:00,jp,uaqi,Universal AQI,68,381.17,0,12.83,40.13,1,19.17,良い大気質,o3,N/A,N/A
2025-05-04 18:00:00+00:00,jp,uaqi,Universal AQI,67,300.26,0,13.02,41.29,1,18.49,良い大気質,o3,N/A,N/A
2025-05-04 19:00:00+00:00,jp,uaqi,Universal AQI,69,379.56,0,11.8,39.75,1,18.17,良い大気質,o3,N/A,N/A
2025-05-04 20:00:00+00:00,jp,uaqi,Universal AQI,69,281.91,0,10.4,38.57,0.65,15.4,良い大気質,o3,N/A,N/A
2025-05-04 21:00:00+00:00,jp,uaqi,Universal AQI,69,200.5,0,8.79,39.76,0.65,15.28,良い大気質,o3,N/A,N/A
2025-05-04 22:00:00+00:00,jp,uaqi,Universal AQI,73,363.33,0,12.43,34.76,1.3,19.99,良い大気質,o3,N/A,N/A
2025-05-04 23:00:00+00:00,jp,uaqi,Universal AQI,72,443.5,0,11.83,35.4,1.64,16.48,良い大気質,o3,N/A,N/A
2025-05-05 00:00:00+00:00,jp,uaqi,Universal AQI,70,298.14,0,12.42,37.85,0.65,17.11,良い大気質,o3,N/A,N/A
2025-05-05 01:00:00+00:00,jp,uaqi,Universal AQI,76,316.45,1.06,15.62,30.17,1.99,21.25,良い大気質,o3,N/A,N/A
2025-05-05 02:00:00+00:00,jp,uaqi,Universal AQI,76,300.38,2.08,17.38,30.37,2,21.44,良い大気質,o3,N/A,N/A
2025-05-05 03:00:00+00:00,jp,uaqi,Universal AQI,71,317.26,2.03,9.02,36.33,2,16.59,良い大気質,o3,N/A,N/A
2025-05-05 04:00:00+00:00,jp,uaqi,Universal AQI,67,316.68,2.17,12.31,42.07,2,23.85,良い大気質,o3,N/A,N/A
2025-05-05 05:00:00+00:00,jp,uaqi,Universal AQI,61,299.08,1.1,10.71,49.29,1.66,20.66,良い大気質,o3,N/A,N/A
2025-05-05 06:00:00+00:00,jp,uaqi,Universal AQI,60,300.7,2.08,11.95,50.63,1.66,22.27,良い大気質,o3,N/A,N/A
2025-05-05 07:00:00+00:00,jp,uaqi,Universal AQI,54,300.14,0.97,9.8,57.59,1.67,18.12,中レベルの大気質,o3,N/A,N/A
2025-05-05 08:00:00+00:00,jp,uaqi,Universal AQI,49,217.26,0.1,6.32,64.05,0.66,19.17,中レベルの大気質,o3,N/A,N/A
2025-05-05 09:00:00+00:00,jp,uaqi,Universal AQI,48,200.1,0,6.08,65,0.66,15.06,中レベルの大気質,o3,N/A,N/A
2025-05-05 10:00:00+00:00,jp,uaqi,Universal AQI,53,199.82,0.97,12.91,58.81,1,16.9,中レベルの大気質,o3,N/A,N/A
2025-05-05 11:00:00+00:00,jp,uaqi,Universal AQI,56,217.18,0.97,18.33,55.28,1,18.09,中レベルの大気質,o3,N/A,N/A
2025-05-05 12:00:00+00:00,jp,uaqi,Universal AQI,50,216.35,0,8.98,62.32,1.01,15.91,中レベルの大気質,o3,N/A,N/A
2025-05-05 13:00:00+00:00,jp,uaqi,Universal AQI,53,216.35,0,7.02,59.57,0.66,10.51,中レベルの大気質,o3,N/A,N/A
2025-05-05 14:00:00+00:00,jp,uaqi,Universal AQI,53,216.35,0,8.93,59.46,0.66,15.96,中レベルの大気質,o3,N/A,N/A
2025-05-05 15:00:00+00:00,jp,uaqi,Universal AQI,54,216.53,0,10.28,57.63,1.01,18.32,中レベルの大気質,o3,N/A,N/A
2025-05-05 16:00:00+00:00,jp,uaqi,Universal AQI,57,216.53,0,13.43,53.76,1.01,18.3,中レベルの大気質,o3,N/A,N/A
2025-05-05 17:00:00+00:00,jp,uaqi,Universal AQI,57,217.45,0,11.3,53.59,1.01,15.62,中レベルの大気質,o3,N/A,N/A
2025-05-05 18:00:00+00:00,jp,uaqi,Universal AQI,64,217.31,0,14.06,45.06,0.66,17.42,良い大気質,o3,N/A,N/A
2025-05-05 19:00:00+00:00,jp,uaqi,Universal AQI,65,200.77,0,8.47,44.66,0.66,20.63,良い大気質,o3,N/A,N/A
2025-05-05 20:00:00+00:00,jp,uaqi,Universal AQI,71,200.56,0,11.34,37.14,0.65,16.23,良い大気質,o3,N/A,N/A
2025-05-05 21:00:00+00:00,jp,uaqi,Universal AQI,66,200.61,0,8.47,42.7,0.65,14.44,良い大気質,o3,N/A,N/A
2025-05-05 22:00:00+00:00,jp,uaqi,Universal AQI,62,118.66,0,2.95,47.39,0.65,6.06,良い大気質,o3,N/A,N/A
2025-05-05 23:00:00+00:00,jp,uaqi,Universal AQI,64,198.71,0,9.39,45.18,0.65,13.26,良い大気質,o3,N/A,N/A
2025-05-06 00:00:00+00:00,jp,uaqi,Universal AQI,62,200.24,0,8.88,47.85,0.01,12,良い大気質,o3,N/A,N/A
2025-05-06 01:00:00+00:00,jp,uaqi,Universal AQI,63,200.17,0,9.72,46.8,0,11.13,良い大気質,o3,N/A,N/A
2025-05-06 02:00:00+00:00,jp,uaqi,Universal AQI,63,200.17,0,8.95,47.18,0,12.7,良い大気質,o3,N/A,N/A
2025-05-06 03:00:00+00:00,jp,uaqi,Universal AQI,63,200.25,0.02,9.25,46.43,0,9.94,良い大気質,o3,N/A,N/A
2025-05-06 04:00:00+00:00,jp,uaqi,Universal AQI,62,200.26,0.06,6.16,48.35,0,10.61,良い大気質,o3,N/A,N/A
2025-05-06 05:00:00+00:00,jp,uaqi,Universal AQI,59,200.26,0.02,4.88,52.18,0,10.58,中レベルの大気質,o3,N/A,N/A
2025-05-06 06:00:00+00:00,jp,uaqi,Universal AQI,58,200.41,0.02,6.74,52.31,0.65,9.65,中レベルの大気質,o3,N/A,N/A
2025-05-06 07:00:00+00:00,jp,uaqi,Universal AQI,57,200.4,0.02,5.98,54.26,0.65,9.52,中レベルの大気質,o3,N/A,N/A
2025-05-06 08:00:00+00:00,jp,uaqi,Universal AQI,56,200.4,0,5.66,55,0.65,9.3,中レベルの大気質,o3,N/A,N/A
2025-05-06 09:00:00+00:00,jp,uaqi,Universal AQI,56,200.41,0,5.7,55.83,0.65,9.2,中レベルの大気質,o3,N/A,N/A
2025-05-06 10:00:00+00:00,jp,uaqi,Universal AQI,57,200.41,0.04,5.93,54.56,0.65,7.76,中レベルの大気質,o3,N/A,N/A
2025-05-06 11:00:00+00:00,jp,uaqi,Universal AQI,63,200.25,0.91,15.56,47.17,0.65,9.67,良い大気質,o3,N/A,N/A
2025-05-06 12:00:00+00:00,jp,uaqi,Universal AQI,65,216.22,0.04,18.39,44.49,0.65,10.23,良い大気質,o3,N/A,N/A
2025-05-06 13:00:00+00:00,jp,uaqi,Universal AQI,66,200.72,0.02,18.52,43.19,0.65,11.17,良い大気質,o3,N/A,N/A
2025-05-06 14:00:00+00:00,jp,uaqi,Universal AQI,72,217.6,0.02,20.11,35.58,0.65,12.27,良い大気質,o3,N/A,N/A
2025-05-06 15:00:00+00:00,jp,uaqi,Universal AQI,61,217.29,0,8.43,48.58,0.65,9.43,良い大気質,o3,N/A,N/A
2025-05-06 16:00:00+00:00,jp,uaqi,Universal AQI,60,233.26,0,5.14,50.47,0.65,10.31,良い大気質,o3,N/A,N/A
2025-05-06 17:00:00+00:00,jp,uaqi,Universal AQI,60,217.48,0,4.14,50.11,0.65,9.51,良い大気質,o3,N/A,N/A
2025-05-06 18:00:00+00:00,jp,uaqi,Universal AQI,66,217.41,0,5.18,43.25,0.65,11.58,良い大気質,o3,N/A,N/A
2025-05-06 19:00:00+00:00,jp,uaqi,Universal AQI,62,200.46,0,3.14,47.86,0.65,6.93,良い大気質,o3,N/A,N/A
2025-05-06 20:00:00+00:00,jp,uaqi,Universal AQI,59,118.64,0,2.76,51.05,0.01,8.08,中レベルの大気質,o3,N/A,N/A
2025-05-06 21:00:00+00:00,jp,uaqi,Universal AQI,59,118.33,0,3.44,51.05,0,9.47,中レベルの大気質,o3,N/A,N/A
2025-05-06 22:00:00+00:00,jp,uaqi,Universal AQI,59,118.47,0,4.94,52.08,0,13,中レベルの大気質,o3,N/A,N/A
2025-05-06 23:00:00+00:00,jp,uaqi,Universal AQI,63,200.16,0,8.18,46.58,0,12.26,良い大気質,o3,N/A,N/A
2025-05-07 00:00:00+00:00,jp,uaqi,Universal AQI,64,200.18,0.04,10.2,45.26,0,9.68,良い大気質,o3,N/A,N/A
2025-05-07 01:00:00+00:00,jp,uaqi,Universal AQI,62,200.18,0.04,10.28,47.31,0,12.16,良い大気質,o3,N/A,N/A
2025-05-07 02:00:00+00:00,jp,uaqi,Universal AQI,61,200.96,0.08,8.65,49.16,0,14.25,良い大気質,o3,N/A,N/A
2025-05-07 03:00:00+00:00,jp,uaqi,Universal AQI,59,200.25,0.04,6.62,51.15,0,12.03,中レベルの大気質,o3,N/A,N/A
2025-05-07 04:00:00+00:00,jp,uaqi,Universal AQI,58,200.25,0.33,5.12,53.16,0.01,12.97,中レベルの大気質,o3,N/A,N/A
2025-05-07 05:00:00+00:00,jp,uaqi,Universal AQI,57,200.25,0.7,5.14,54.07,0,13.72,中レベルの大気質,o3,N/A,N/A
2025-05-07 06:00:00+00:00,jp,uaqi,Universal AQI,58,199.34,0.11,4.76,53.32,0.01,16.46,中レベルの大気質,o3,N/A,N/A
2025-05-07 07:00:00+00:00,jp,uaqi,Universal AQI,57,199.3,0.2,3.89,54.27,0,16.53,中レベルの大気質,o3,N/A,N/A
2025-05-07 08:00:00+00:00,jp,uaqi,Universal AQI,57,199.29,0.63,4.41,53.97,0.65,14.06,中レベルの大気質,o3,N/A,N/A
2025-05-07 09:00:00+00:00,jp,uaqi,Universal AQI,57,199.29,0.37,4.23,54.07,0.65,15.64,中レベルの大気質,o3,N/A,N/A
2025-05-07 10:00:00+00:00,jp,uaqi,Universal AQI,57,199.29,1.7,10.29,53.95,0.65,17.16,中レベルの大気質,o3,N/A,N/A
2025-05-07 11:00:00+00:00,jp,uaqi,Universal AQI,55,199.3,1.75,13.91,56.19,0.65,15.25,中レベルの大気質,o3,N/A,N/A
2025-05-07 12:00:00+00:00,jp,uaqi,Universal AQI,59,200.04,0.08,10.46,51.26,0.65,14.33,中レベルの大気質,o3,N/A,N/A
2025-05-07 13:00:00+00:00,jp,uaqi,Universal AQI,59,200.17,0,6.38,51.26,0.01,13.51,中レベルの大気質,o3,N/A,N/A
2025-05-07 14:00:00+00:00,jp,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025-05-07 15:00:00+00:00,jp,uaqi,Universal AQI,60,200.41,0,9.74,50.11,0.01,14.03,良い大気質,o3,N/A,N/A
2025-05-07 16:00:00+00:00,jp,uaqi,Universal AQI,62,200.17,0,8.97,47.48,0.01,13.97,良い大気質,o3,N/A,N/A
2025-05-07 17:00:00+00:00,jp,uaqi,Universal AQI,61,200.17,0,8.14,49.27,0.01,14.14,良い大気質,o3,N/A,N/A
2025-05-07 18:00:00+00:00,jp,uaqi,Universal AQI,60,200.17,0,5.37,50.12,0.01,13.24,良い大気質,o3,N/A,N/A
2025-05-07 19:00:00+00:00,jp,uaqi,Universal AQI,62,199.47,0,4.99,48.28,0.01,11.71,良い大気質,o3,N/A,N/A
2025-05-07 20:00:00+00:00,jp,uaqi,Universal AQI,75,199.55,0.04,15.37,31.7,0.01,15.01,良い大気質,o3,N/A,N/A
2025-05-07 21:00:00+00:00,jp,uaqi,Universal AQI,80,199.55,0.04,20.08,25.29,0,13.22,最高に良い大気質,o3,N/A,N/A
2025-05-07 22:00:00+00:00,jp,uaqi,Universal AQI,82,199.47,0.08,20.23,22.88,0,13.16,最高に良い大気質,o3,N/A,N/A
2025-05-07 23:00:00+00:00,jp,uaqi,Universal AQI,85,199.47,0.16,19.82,19.84,0,7.94,最高に良い大気質,o3,N/A,N/A
2025-05-08 00:00:00+00:00,jp,uaqi,Universal AQI,71,200.18,4.67,38.49,9.66,0,15.03,良い大気質,no2,N/A,N/A
2025-05-08 01:00:00+00:00,jp,uaqi,Universal AQI,72,380.43,11.21,36.22,15.63,0.01,13.51,良い大気質,no2,N/A,N/A
2025-05-08 02:00:00+00:00,jp,uaqi,Universal AQI,78,218.91,5.7,24.65,28.52,0.35,15.21,良い大気質,o3,N/A,N/A
2025-05-08 03:00:00+00:00,jp,uaqi,Universal AQI,72,217.06,4.74,18.96,35.92,0.35,15.69,良い大気質,o3,N/A,N/A
2025-05-08 04:00:00+00:00,jp,uaqi,Universal AQI,71,216.91,7.79,20.14,36.3,0.65,17.77,良い大気質,o3,N/A,N/A
2025-05-08 05:00:00+00:00,jp,uaqi,Universal AQI,61,216.91,4.12,11.94,49,0.65,18.02,良い大気質,o3,N/A,N/A
2025-05-08 06:00:00+00:00,jp,uaqi,Universal AQI,61,199.54,5.12,14.18,49.1,0.66,19.32,良い大気質,o3,N/A,N/A
2025-05-08 07:00:00+00:00,jp,uaqi,Universal AQI,56,216.19,2.01,12.73,55.05,0.01,17.27,中レベルの大気質,o3,N/A,N/A
2025-05-08 08:00:00+00:00,jp,uaqi,Universal AQI,53,216.1,3,13.58,59.27,0.66,15.78,中レベルの大気質,o3,N/A,N/A
2025-05-08 09:00:00+00:00,jp,uaqi,Universal AQI,56,199.9,3.05,19.82,55.53,1.65,15.1,中レベルの大気質,o3,N/A,N/A
2025-05-08 10:00:00+00:00,jp,uaqi,Universal AQI,55,200.81,1.84,21.9,56.26,1.65,15.95,中レベルの大気質,o3,N/A,N/A
2025-05-08 11:00:00+00:00,jp,uaqi,Universal AQI,49,200.5,0.19,8.23,64.51,1,10.81,中レベルの大気質,o3,N/A,N/A
2025-05-08 12:00:00+00:00,jp,uaqi,Universal AQI,53,200.89,0.06,14.43,59.56,1,10.33,中レベルの大気質,o3,N/A,N/A
2025-05-08 13:00:00+00:00,jp,uaqi,Universal AQI,59,217.97,0.02,23.33,51.67,0.66,14.12,中レベルの大気質,o3,N/A,N/A
2025-05-08 14:00:00+00:00,jp,uaqi,Universal AQI,61,218.65,0.02,20.44,48.66,0.66,14.3,良い大気質,o3,N/A,N/A
2025-05-08 15:00:00+00:00,jp,uaqi,Universal AQI,60,121.71,0,18.04,49.91,0.01,16.56,良い大気質,o3,N/A,N/A
2025-05-08 16:00:00+00:00,jp,uaqi,Universal AQI,60,121.72,0.02,9.28,49.91,0.01,15.65,良い大気質,o3,N/A,N/A
2025-05-08 17:00:00+00:00,jp,uaqi,Universal AQI,63,200.64,0.14,20.59,46.92,0.66,14.75,良い大気質,o3,N/A,N/A
2025-05-08 18:00:00+00:00,jp,uaqi,Universal AQI,61,199.73,0,17.56,48.58,1,14.71,良い大気質,o3,N/A,N/A
2025-05-08 19:00:00+00:00,jp,uaqi,Universal AQI,73,298.33,0,24.18,33.84,1,16.68,良い大気質,o3,N/A,N/A
2025-05-08 20:00:00+00:00,jp,uaqi,Universal AQI,78,299.53,0.02,24.55,26.38,1,15.79,良い大気質,pm25,N/A,N/A
2025-05-08 21:00:00+00:00,jp,uaqi,Universal AQI,81,218.75,0.08,19.68,23.79,1,13.11,最高に良い大気質,o3,N/A,N/A
2025-05-08 22:00:00+00:00,jp,uaqi,Universal AQI,79,217.93,0.06,27.66,19.85,1,19.33,良い大気質,no2,N/A,N/A
2025-05-08 23:00:00+00:00,jp,uaqi,Universal AQI,81,217.83,0.18,25.48,24.37,1,19.4,最高に良い大気質,no2,N/A,N/A
2025-05-09 00:00:00+00:00,jp,uaqi,Universal AQI,67,282.17,6.42,43.82,6.52,1,19.45,良い大気質,no2,N/A,N/A
2025-05-09 01:00:00+00:00,jp,uaqi,Universal AQI,74,381.02,3.05,34.01,17.72,1,18.66,良い大気質,no2,N/A,N/A
2025-05-09 02:00:00+00:00,jp,uaqi,Universal AQI,75,300.69,3.37,28.18,24.56,0.65,19.68,良い大気質,pm25,N/A,N/A
2025-05-09 03:00:00+00:00,jp,uaqi,Universal AQI,74,299.95,5.87,27.79,24.38,1,24.21,良い大気質,pm25,N/A,N/A
2025-05-09 04:00:00+00:00,jp,uaqi,Universal AQI,71,300.02,30.81,12.44,10.64,1,21.65,良い大気質,pm25,N/A,N/A
2025-05-09 05:00:00+00:00,jp,uaqi,Universal AQI,69,316.72,18.16,40.74,15.04,1.35,15.9,良い大気質,no2,N/A,N/A
2025-05-09 06:00:00+00:00,jp,uaqi,Universal AQI,65,316.77,9.41,35.57,25.75,1.01,38.53,良い大気質,pm10,N/A,N/A
2025-05-09 07:00:00+00:00,jp,uaqi,Universal AQI,70,299.79,5.5,33.69,31.85,1.01,30.09,良い大気質,pm25,N/A,N/A
2025-05-09 08:00:00+00:00,jp,uaqi,Universal AQI,73,284.47,4.64,33.81,34,1.01,29.96,良い大気質,o3,N/A,N/A
2025-05-09 09:00:00+00:00,jp,uaqi,Universal AQI,72,202.64,3.24,27.41,35.59,0.65,23.62,良い大気質,o3,N/A,N/A
2025-05-09 10:00:00+00:00,jp,uaqi,Universal AQI,67,218.03,0.14,14.96,41.17,0.66,23.37,良い大気質,o3,N/A,N/A
2025-05-09 11:00:00+00:00,jp,uaqi,Universal AQI,68,218.86,0.16,17.52,40.04,0.65,22.66,良い大気質,o3,N/A,N/A
2025-05-09 12:00:00+00:00,jp,uaqi,Universal AQI,74,299.27,0.16,25.68,32.69,0.01,23.12,良い大気質,o3,N/A,N/A
2025-05-09 13:00:00+00:00,jp,uaqi,Universal AQI,67,218.29,2.13,43.85,15,0.01,29.57,良い大気質,no2,N/A,N/A
2025-05-09 14:00:00+00:00,jp,uaqi,Universal AQI,71,218.19,1.07,37.58,16.99,0.01,24.82,良い大気質,no2,N/A,N/A
2025-05-09 15:00:00+00:00,jp,uaqi,Universal AQI,73,218.28,0.08,15.53,33.76,0.01,18.97,良い大気質,o3,N/A,N/A
2025-05-09 16:00:00+00:00,jp,uaqi,Universal AQI,71,220.56,0.08,10.57,36.6,0.01,15.61,良い大気質,o3,N/A,N/A
2025-05-09 17:00:00+00:00,jp,uaqi,Universal AQI,66,200.34,0,10.07,42.51,0.01,16.87,良い大気質,o3,N/A,N/A
2025-05-09 18:00:00+00:00,jp,uaqi,Universal AQI,65,200.26,0,8.91,44.49,0.01,12.04,良い大気質,o3,N/A,N/A
2025-05-09 19:00:00+00:00,jp,uaqi,Universal AQI,65,199.34,0,22.6,44.44,0.01,13.46,良い大気質,o3,N/A,N/A
2025-05-09 20:00:00+00:00,jp,uaqi,Universal AQI,63,199.2,0,5.39,46.42,0,6.37,良い大気質,o3,N/A,N/A
2025-05-09 21:00:00+00:00,jp,uaqi,Universal AQI,68,200.09,0,4.62,40.22,0,9.75,良い大気質,o3,N/A,N/A
2025-05-09 22:00:00+00:00,jp,uaqi,Universal AQI,71,199.26,0.04,6.82,37.19,0,9.48,良い大気質,o3,N/A,N/A
2025-05-09 23:00:00+00:00,jp,uaqi,Universal AQI,69,200.1,0,9.31,39.33,0,7.84,良い大気質,o3,N/A,N/A
2025-05-10 00:00:00+00:00,jp,uaqi,Universal AQI,71,200.14,0.04,11.41,36.24,0.01,9.33,良い大気質,o3,N/A,N/A
2025-05-10 01:00:00+00:00,jp,uaqi,Universal AQI,76,217.07,0.14,15.88,29.87,0,8.87,良い大気質,o3,N/A,N/A
2025-05-10 02:00:00+00:00,jp,uaqi,Universal AQI,78,298.53,1.3,20.8,27.56,0.01,10.26,良い大気質,o3,N/A,N/A
2025-05-10 03:00:00+00:00,jp,uaqi,Universal AQI,81,298.68,3.66,19.42,24.47,1,12.99,最高に良い大気質,o3,N/A,N/A
2025-05-10 04:00:00+00:00,jp,uaqi,Universal AQI,77,216.76,2.24,15.55,28.88,1,17.56,良い大気質,o3,N/A,N/A
2025-05-10 05:00:00+00:00,jp,uaqi,Universal AQI,71,216.52,0.99,9.99,36.68,0.01,32.64,良い大気質,pm10,N/A,N/A
2025-05-10 06:00:00+00:00,jp,uaqi,Universal AQI,66,216.15,0.21,6.48,43,0.01,19.85,良い大気質,o3,N/A,N/A
2025-05-10 07:00:00+00:00,jp,uaqi,Universal AQI,69,199.5,1.1,9.9,39.34,0.65,14.68,良い大気質,o3,N/A,N/A
2025-05-10 08:00:00+00:00,jp,uaqi,Universal AQI,66,216.24,1.04,8.05,42.48,0.66,18.34,良い大気質,o3,N/A,N/A
2025-05-10 09:00:00+00:00,jp,uaqi,Universal AQI,68,216.64,0.97,9.22,40.56,0.66,17.39,良い大気質,o3,N/A,N/A
2025-05-10 10:00:00+00:00,jp,uaqi,Universal AQI,54,298.95,0.02,5.61,58.37,1,19.26,中レベルの大気質,o3,N/A,N/A
2025-05-10 11:00:00+00:00,jp,uaqi,Universal AQI,51,217.71,0.17,6.62,61.06,0.66,21.16,中レベルの大気質,o3,N/A,N/A
2025-05-10 12:00:00+00:00,jp,uaqi,Universal AQI,52,217.79,0.93,6,60.26,1,20.74,中レベルの大気質,o3,N/A,N/A
2025-05-10 13:00:00+00:00,jp,uaqi,Universal AQI,50,217.22,0,3.85,62.39,0.65,23.82,中レベルの大気質,o3,N/A,N/A
2025-05-10 14:00:00+00:00,jp,uaqi,Universal AQI,53,216.69,0,6.86,59.06,0.65,23.76,中レベルの大気質,o3,N/A,N/A
2025-05-10 15:00:00+00:00,jp,uaqi,Universal AQI,53,217.98,0,5.57,59.43,0.65,25.9,中レベルの大気質,o3,N/A,N/A
2025-05-10 16:00:00+00:00,jp,uaqi,Universal AQI,52,217.77,0,2.69,60.42,0.66,19.13,中レベルの大気質,o3,N/A,N/A
2025-05-10 17:00:00+00:00,jp,uaqi,Universal AQI,54,217.55,0,5.49,57.46,1,27.85,中レベルの大気質,o3,N/A,N/A
2025-05-10 18:00:00+00:00,jp,uaqi,Universal AQI,57,217.44,0,7.8,54.19,0.65,25.34,中レベルの大気質,o3,N/A,N/A
2025-05-10 19:00:00+00:00,jp,uaqi,Universal AQI,56,217.72,0,5.14,55.43,1,21.78,中レベルの大気質,o3,N/A,N/A
2025-05-10 20:00:00+00:00,jp,uaqi,Universal AQI,57,217.63,0,3.2,53.54,0.35,19.86,中レベルの大気質,o3,N/A,N/A
2025-05-10 21:00:00+00:00,jp,uaqi,Universal AQI,57,217.14,0,3.43,54.2,0.35,13.65,中レベルの大気質,o3,N/A,N/A
2025-05-10 22:00:00+00:00,jp,uaqi,Universal AQI,58,233.8,0,5.15,52.35,0.01,14.4,中レベルの大気質,o3,N/A,N/A
2025-05-10 23:00:00+00:00,jp,uaqi,Universal AQI,59,217.15,0,4.73,51.44,0.01,10.71,中レベルの大気質,o3,N/A,N/A
2025-05-11 00:00:00+00:00,jp,uaqi,Universal AQI,63,217.45,0.04,6.75,46.18,0.35,11.91,良い大気質,o3,N/A,N/A
2025-05-11 01:00:00+00:00,jp,uaqi,Universal AQI,64,218.4,0.02,8.11,45.75,0.35,11.77,良い大気質,o3,N/A,N/A
2025-05-11 02:00:00+00:00,jp,uaqi,Universal AQI,61,218.1,0.06,6.96,48.6,1.04,12.95,良い大気質,o3,N/A,N/A
2025-05-11 03:00:00+00:00,jp,uaqi,Universal AQI,58,234.28,0.13,6.38,53.11,1.35,14.75,中レベルの大気質,o3,N/A,N/A
2025-05-11 04:00:00+00:00,jp,uaqi,Universal AQI,56,234.31,0.13,6.62,55.29,1.01,18.14,中レベルの大気質,o3,N/A,N/A
2025-05-11 05:00:00+00:00,jp,uaqi,Universal AQI,54,217.83,0.06,4.34,57.56,0.66,9.92,中レベルの大気質,o3,N/A,N/A
2025-05-11 06:00:00+00:00,jp,uaqi,Universal AQI,50,299.07,0.02,4.64,62.85,1.31,13.33,中レベルの大気質,o3,N/A,N/A
2025-05-11 07:00:00+00:00,jp,uaqi,Universal AQI,50,300.95,0.02,6.42,62.88,1.66,14.98,中レベルの大気質,o3,N/A,N/A
2025-05-11 08:00:00+00:00,jp,uaqi,Universal AQI,51,299.48,0.02,5.74,61.88,1,16.06,中レベルの大気質,o3,N/A,N/A
2025-05-11 09:00:00+00:00,jp,uaqi,Universal AQI,53,299.57,0.02,6.77,59.56,0.66,13.5,中レベルの大気質,o3,N/A,N/A
2025-05-11 10:00:00+00:00,jp,uaqi,Universal AQI,52,332.73,0.02,9.53,60.08,1.01,14.31,中レベルの大気質,o3,N/A,N/A
2025-05-11 11:00:00+00:00,jp,uaqi,Universal AQI,54,349.96,0,10.17,57.49,1.02,13.77,中レベルの大気質,o3,N/A,N/A
2025-05-11 12:00:00+00:00,jp,uaqi,Universal AQI,58,317.13,0,14.68,53.03,1,12.65,中レベルの大気質,o3,N/A,N/A
2025-05-11 13:00:00+00:00,jp,uaqi,Universal AQI,63,317.03,0,15.92,47.05,1,14.88,良い大気質,o3,N/A,N/A
2025-05-11 14:00:00+00:00,jp,uaqi,Universal AQI,60,316.73,0,10.31,50.35,0.66,17.67,良い大気質,o3,N/A,N/A
