地点,取得時間,AQI値,大気質ステータス,主要汚染物質,PM2.5,PM10,O3,NO2,温度,湿度,気圧,風速,降水量
神戸市 須磨区,2025-04-26 15:00:00+00:00,61,良い大気質,pm25,N/A,27.81,28.67,36.01,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-26 16:00:00+00:00,55,中レベルの大気質,pm25,N/A,37.08,29.4,38.66,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-26 17:00:00+00:00,58,中レベルの大気質,pm25,N/A,31.36,37.02,29.74,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-26 18:00:00+00:00,57,中レベルの大気質,pm25,N/A,32.28,36.2,24.14,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-26 19:00:00+00:00,58,中レベルの大気質,pm25,N/A,33.34,35.47,20.91,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-26 20:00:00+00:00,57,中レベルの大気質,pm25,N/A,32.39,30.48,22.89,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-26 21:00:00+00:00,58,中レベルの大気質,pm25,N/A,29.24,29.28,22.74,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-26 22:00:00+00:00,62,良い大気質,pm25,N/A,29.94,30.2,20.06,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-26 23:00:00+00:00,58,中レベルの大気質,pm25,N/A,30.86,33.92,16.25,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 00:00:00+00:00,57,中レベルの大気質,pm25,N/A,31.19,30.04,18.87,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 01:00:00+00:00,62,良い大気質,pm25,N/A,34.48,26.29,21.59,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 02:00:00+00:00,57,中レベルの大気質,pm25,N/A,33.8,33.81,23.76,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 03:00:00+00:00,60,良い大気質,pm25,N/A,33.57,37.07,17.59,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 04:00:00+00:00,58,中レベルの大気質,pm25,N/A,31.6,45.18,13.34,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 05:00:00+00:00,59,中レベルの大気質,pm25,N/A,32.67,48.47,12.17,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 06:00:00+00:00,59,中レベルの大気質,o3,N/A,30.91,51.63,15.13,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 07:00:00+00:00,54,中レベルの大気質,o3,N/A,27.11,58.41,14.14,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 08:00:00+00:00,45,中レベルの大気質,o3,N/A,29.1,69.35,12.56,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 09:00:00+00:00,37,悪い大気質,o3,N/A,27.22,81,6.7,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 10:00:00+00:00,38,悪い大気質,o3,N/A,28.07,79.21,6.49,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 11:00:00+00:00,40,中レベルの大気質,o3,N/A,27.11,75.22,8.62,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 12:00:00+00:00,44,中レベルの大気質,o3,N/A,28.96,70.41,13.44,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 13:00:00+00:00,46,中レベルの大気質,o3,N/A,29.72,67.4,12.75,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 14:00:00+00:00,52,中レベルの大気質,o3,N/A,26.83,60.51,15.67,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 15:00:00+00:00,50,中レベルの大気質,o3,N/A,22.95,62.35,10.89,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 16:00:00+00:00,50,中レベルの大気質,o3,N/A,23.93,62.35,9.28,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 17:00:00+00:00,47,中レベルの大気質,o3,N/A,22.02,66.07,8,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 18:00:00+00:00,49,中レベルの大気質,o3,N/A,18.79,64.22,6.09,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 19:00:00+00:00,49,中レベルの大気質,o3,N/A,25.44,64.22,17.18,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 20:00:00+00:00,49,中レベルの大気質,o3,N/A,20.06,64.2,6.12,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 21:00:00+00:00,52,中レベルの大気質,o3,N/A,19.65,60.2,9.81,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 22:00:00+00:00,53,中レベルの大気質,o3,N/A,21.46,59.29,9.82,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-27 23:00:00+00:00,56,中レベルの大気質,o3,N/A,21.61,55.26,17.89,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 00:00:00+00:00,57,中レベルの大気質,o3,N/A,21.71,54.28,18.23,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 01:00:00+00:00,61,良い大気質,o3,N/A,23.58,49.37,22.18,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 02:00:00+00:00,56,中レベルの大気質,o3,N/A,19.05,55.07,15.23,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 03:00:00+00:00,62,良い大気質,o3,N/A,20.8,48.49,25.62,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 04:00:00+00:00,55,中レベルの大気質,o3,N/A,21.71,56.08,17.95,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 05:00:00+00:00,55,中レベルの大気質,o3,N/A,23.77,56.03,18.02,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 06:00:00+00:00,57,中レベルの大気質,o3,N/A,24.84,54.64,15.24,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 07:00:00+00:00,60,良い大気質,o3,N/A,24.18,49.99,18.66,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 08:00:00+00:00,63,良い大気質,o3,N/A,24.15,46.15,20.55,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 09:00:00+00:00,68,良い大気質,o3,N/A,23.86,40.69,29.01,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 10:00:00+00:00,64,良い大気質,o3,N/A,26.71,45.52,25.25,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 11:00:00+00:00,57,中レベルの大気質,o3,N/A,19.59,53.76,15.41,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 12:00:00+00:00,69,良い大気質,o3,N/A,19.54,39.22,27.06,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 13:00:00+00:00,73,良い大気質,pm25,N/A,19.57,24.54,32.7,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 14:00:00+00:00,78,良い大気質,no2,N/A,16.09,14.46,29.64,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 15:00:00+00:00,75,良い大気質,no2,N/A,19.82,14.8,33.44,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 16:00:00+00:00,75,良い大気質,pm25,N/A,18.92,8.94,32.71,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 17:00:00+00:00,73,良い大気質,pm25,N/A,19.92,16.05,23.86,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 18:00:00+00:00,74,良い大気質,pm25,N/A,21.55,22.03,16.42,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 19:00:00+00:00,73,良い大気質,pm25,N/A,22.57,22.12,16.91,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 20:00:00+00:00,71,良い大気質,pm25,N/A,22.73,21.06,16.05,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 21:00:00+00:00,71,良い大気質,pm25,N/A,23.42,26.92,10.31,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 22:00:00+00:00,62,良い大気質,o3,N/A,17.76,47.79,6.02,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-28 23:00:00+00:00,63,良い大気質,o3,N/A,18.84,46.13,11.6,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 00:00:00+00:00,72,良い大気質,o3,N/A,20.38,35.19,13.38,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 01:00:00+00:00,62,良い大気質,o3,N/A,20.19,47.59,10.83,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 02:00:00+00:00,60,良い大気質,o3,N/A,21.23,49.84,9.89,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 03:00:00+00:00,59,中レベルの大気質,o3,N/A,17.21,51.04,9.16,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 04:00:00+00:00,59,中レベルの大気質,o3,N/A,17.22,52.01,7.32,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 05:00:00+00:00,59,中レベルの大気質,o3,N/A,10.88,52.09,1.99,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 06:00:00+00:00,57,中レベルの大気質,o3,N/A,16.41,54.07,5.16,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 07:00:00+00:00,56,中レベルの大気質,o3,N/A,19.42,55.98,4.87,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 08:00:00+00:00,57,中レベルの大気質,o3,N/A,18.54,54.08,8.29,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 09:00:00+00:00,54,中レベルの大気質,o3,N/A,16.91,58.09,7.21,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 10:00:00+00:00,53,中レベルの大気質,o3,N/A,17.83,59.11,7.26,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 11:00:00+00:00,52,中レベルの大気質,o3,N/A,14.9,60.06,3.08,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 12:00:00+00:00,55,中レベルの大気質,o3,N/A,18.65,57.09,10.92,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 13:00:00+00:00,55,中レベルの大気質,o3,N/A,28.21,56.97,7.69,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 14:00:00+00:00,55,中レベルの大気質,o3,N/A,28.57,56.98,8.59,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 15:00:00+00:00,55,中レベルの大気質,pm25,N/A,34.04,56,12.32,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 16:00:00+00:00,55,中レベルの大気質,o3,N/A,32.23,57.02,9.8,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 17:00:00+00:00,55,中レベルの大気質,o3,N/A,33.06,56.99,8.12,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 18:00:00+00:00,56,中レベルの大気質,o3,N/A,31.06,55.1,8.11,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 19:00:00+00:00,60,良い大気質,o3,N/A,29.15,50.1,9.75,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 20:00:00+00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 21:00:00+00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 22:00:00+00:00,60,良い大気質,pm25,N/A,29.75,36.01,15.5,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-29 23:00:00+00:00,59,中レベルの大気質,pm25,N/A,29.87,32.03,19.37,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 00:00:00+00:00,60,良い大気質,pm25,N/A,28.84,15.58,35.97,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 01:00:00+00:00,64,良い大気質,pm25,N/A,30.75,35.7,21.69,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 02:00:00+00:00,65,良い大気質,pm25,N/A,31.9,41.27,18.44,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 03:00:00+00:00,60,良い大気質,o3,N/A,31.92,49.88,13.69,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 04:00:00+00:00,61,良い大気質,o3,N/A,25.09,48.95,10.51,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 05:00:00+00:00,58,中レベルの大気質,pm25,N/A,34.42,46,20.34,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 06:00:00+00:00,55,中レベルの大気質,pm25,N/A,39.43,49.21,20.9,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 07:00:00+00:00,55,中レベルの大気質,pm25,N/A,34.42,56.19,16.33,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 08:00:00+00:00,53,中レベルの大気質,o3,N/A,33.44,59.29,20.08,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 09:00:00+00:00,51,中レベルの大気質,o3,N/A,32.78,62.14,26.4,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 10:00:00+00:00,40,中レベルの大気質,o3,N/A,32.34,75.13,18.09,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 11:00:00+00:00,51,中レベルの大気質,o3,N/A,33.03,62.23,30.04,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 12:00:00+00:00,55,中レベルの大気質,no2,N/A,33.58,29.5,65.37,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 13:00:00+00:00,63,良い大気質,pm25,N/A,29.52,35.11,47.07,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 14:00:00+00:00,63,良い大気質,pm25,N/A,27.38,41.09,30.87,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 15:00:00+00:00,55,中レベルの大気質,pm25,N/A,34.48,35.89,43.05,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 16:00:00+00:00,69,良い大気質,pm25,N/A,25.03,32.43,32.74,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 17:00:00+00:00,62,良い大気質,pm25,N/A,31.38,26.33,40.33,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 18:00:00+00:00,59,中レベルの大気質,pm25,N/A,29.47,34.21,28.1,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 19:00:00+00:00,62,良い大気質,pm25,N/A,29.28,37.32,23.65,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 20:00:00+00:00,64,良い大気質,pm25,N/A,29.21,35.34,22.37,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 21:00:00+00:00,64,良い大気質,pm25,N/A,28.11,28.53,25.3,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 22:00:00+00:00,61,良い大気質,pm25,N/A,28.95,18.8,31.9,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-04-30 23:00:00+00:00,62,良い大気質,pm25,N/A,28.09,10.17,41.5,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 00:00:00+00:00,63,良い大気質,pm25,N/A,29.97,9,45.39,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 01:00:00+00:00,62,良い大気質,pm25,N/A,30.74,23.4,35.74,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 02:00:00+00:00,61,良い大気質,pm25,N/A,31.51,39.03,23.51,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 03:00:00+00:00,60,良い大気質,pm25,N/A,32.06,45.03,20.64,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 04:00:00+00:00,57,中レベルの大気質,pm25,N/A,31.1,45.24,26.59,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 05:00:00+00:00,58,中レベルの大気質,o3,N/A,31.67,53.17,18.7,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 06:00:00+00:00,55,中レベルの大気質,o3,N/A,31.8,56.78,15.74,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 07:00:00+00:00,55,中レベルの大気質,o3,N/A,27.91,56.13,15.02,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 08:00:00+00:00,51,中レベルの大気質,o3,N/A,26,62.05,12.95,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 09:00:00+00:00,51,中レベルの大気質,o3,N/A,26.01,61.12,13.17,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 10:00:00+00:00,47,中レベルの大気質,o3,N/A,34.31,66.07,9.21,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 11:00:00+00:00,48,中レベルの大気質,o3,N/A,28.71,65.2,9.81,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 12:00:00+00:00,47,中レベルの大気質,o3,N/A,25.83,66.04,7.33,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 13:00:00+00:00,54,中レベルの大気質,o3,N/A,26.92,58.25,16.09,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 14:00:00+00:00,53,中レベルの大気質,o3,N/A,24,59.06,9.34,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 15:00:00+00:00,62,良い大気質,o3,N/A,25.83,48.18,17.27,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 16:00:00+00:00,68,良い大気質,o3,N/A,25.66,40.77,21.09,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 17:00:00+00:00,58,中レベルの大気質,o3,N/A,25.43,52.27,9.91,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 18:00:00+00:00,60,良い大気質,o3,N/A,21.5,50.27,11.03,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 19:00:00+00:00,60,良い大気質,o3,N/A,25.18,50.12,27.47,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 20:00:00+00:00,68,良い大気質,o3,N/A,19.18,40.48,13.57,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 21:00:00+00:00,58,中レベルの大気質,o3,N/A,18.48,53.15,9.8,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 22:00:00+00:00,55,中レベルの大気質,o3,N/A,17.44,56.17,8.58,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-01 23:00:00+00:00,57,中レベルの大気質,o3,N/A,17.29,54.18,13.49,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 00:00:00+00:00,60,良い大気質,o3,N/A,16.29,50.36,14.48,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 01:00:00+00:00,61,良い大気質,o3,N/A,16.88,49.27,18.66,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 02:00:00+00:00,61,良い大気質,o3,N/A,18.72,49.06,19.72,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 03:00:00+00:00,59,中レベルの大気質,o3,N/A,15.07,51.05,14.59,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 04:00:00+00:00,59,中レベルの大気質,o3,N/A,13.28,51.86,11.96,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 05:00:00+00:00,65,良い大気質,o3,N/A,13.45,44.13,18.29,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 06:00:00+00:00,62,良い大気質,o3,N/A,13.54,47.56,18.15,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 07:00:00+00:00,62,良い大気質,o3,N/A,15.6,47.44,19.48,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 08:00:00+00:00,53,中レベルの大気質,o3,N/A,13.64,59.21,14.54,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 09:00:00+00:00,49,中レベルの大気質,o3,N/A,9.97,64.02,5.35,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 10:00:00+00:00,48,中レベルの大気質,o3,N/A,16.81,65.88,7.33,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 11:00:00+00:00,51,中レベルの大気質,o3,N/A,16.04,61.95,12.52,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 12:00:00+00:00,56,中レベルの大気質,o3,N/A,15.8,55.9,12.45,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 13:00:00+00:00,61,良い大気質,o3,N/A,20.62,49.15,7.36,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 14:00:00+00:00,62,良い大気質,o3,N/A,19.76,48.08,9.68,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 15:00:00+00:00,66,良い大気質,o3,N/A,22.88,43.41,12.58,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 16:00:00+00:00,66,良い大気質,o3,N/A,23.78,43.41,12.75,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 17:00:00+00:00,59,中レベルの大気質,o3,N/A,19.07,51.03,4.87,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 18:00:00+00:00,62,良い大気質,o3,N/A,20.83,47.96,4.89,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 19:00:00+00:00,66,良い大気質,o3,N/A,18.96,43.16,6.99,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 20:00:00+00:00,62,良い大気質,o3,N/A,19.66,47.69,5.19,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 21:00:00+00:00,64,良い大気質,o3,N/A,16.69,45.9,7.45,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 22:00:00+00:00,61,良い大気質,o3,N/A,16.78,49.59,7.63,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-02 23:00:00+00:00,62,良い大気質,o3,N/A,14.95,47.6,7.63,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 00:00:00+00:00,75,良い大気質,o3,N/A,16.19,31.27,17.17,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 01:00:00+00:00,76,良い大気質,o3,N/A,21.04,30.32,16.45,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 02:00:00+00:00,65,良い大気質,o3,N/A,20.48,44.03,10.23,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 03:00:00+00:00,65,良い大気質,o3,N/A,19.78,44.15,11.92,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 04:00:00+00:00,63,良い大気質,o3,N/A,22.64,46.26,12.01,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 05:00:00+00:00,60,良い大気質,o3,N/A,24.6,50.4,12.58,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 06:00:00+00:00,57,中レベルの大気質,o3,N/A,22.57,53.55,17.2,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 07:00:00+00:00,54,中レベルの大気質,o3,N/A,17.81,57.37,10.76,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 08:00:00+00:00,51,中レベルの大気質,o3,N/A,18.95,61.97,7.33,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 09:00:00+00:00,49,中レベルの大気質,o3,N/A,15.94,64.13,5.78,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 10:00:00+00:00,45,中レベルの大気質,o3,N/A,18.88,68.97,7.04,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 11:00:00+00:00,47,中レベルの大気質,o3,N/A,19.69,67.2,9.81,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 12:00:00+00:00,47,中レベルの大気質,o3,N/A,19.77,67.23,8.8,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 13:00:00+00:00,48,中レベルの大気質,o3,N/A,25.7,65.12,6.58,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 14:00:00+00:00,51,中レベルの大気質,o3,N/A,25.91,61.32,8.33,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 15:00:00+00:00,50,中レベルの大気質,o3,N/A,21.88,63.18,5.29,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 16:00:00+00:00,50,中レベルの大気質,o3,N/A,19.58,63.14,6.23,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 17:00:00+00:00,50,中レベルの大気質,o3,N/A,20.48,63.19,5.45,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 18:00:00+00:00,50,中レベルの大気質,o3,N/A,24.39,63.23,4.53,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 19:00:00+00:00,50,中レベルの大気質,o3,N/A,20.48,63.15,3.64,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 20:00:00+00:00,53,中レベルの大気質,o3,N/A,17.58,59.05,4.64,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 21:00:00+00:00,57,中レベルの大気質,o3,N/A,19.55,54.15,4.64,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 22:00:00+00:00,56,中レベルの大気質,o3,N/A,20.04,55.04,4.59,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-03 23:00:00+00:00,57,中レベルの大気質,o3,N/A,20.05,53.83,4.85,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-04 00:00:00+00:00,62,良い大気質,o3,N/A,20.11,47.84,8.49,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-04 01:00:00+00:00,67,良い大気質,o3,N/A,16.86,42.11,8.14,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-04 02:00:00+00:00,66,良い大気質,o3,N/A,17.51,43.28,9.01,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-04 03:00:00+00:00,58,中レベルの大気質,o3,N/A,16.54,53.15,6.74,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-04 04:00:00+00:00,53,中レベルの大気質,o3,N/A,17.79,59.09,5.82,N/A,N/A,N/A,N/A,N/A
神戸市 須磨区,2025-05-04 05:00:00+00:00,55,中レベルの大気質,o3,N/A,14.84,57.19,6.4,N/A,N/A,N/A,N/A,N/A
